item_id,order_id,product_id,quantity,unit_price
132,66,15,2,387.29
133,67,5,1,150.48
134,67,21,3,396.26
135,68,20,5,464.7
136,68,30,3,161.38
137,69,9,4,208.8
138,69,38,3,430.13
139,70,11,5,179.73
140,70,49,1,34.64
141,71,35,4,121.23
142,71,5,3,150.48
143,72,5,2,150.48
144,72,21,5,396.26
145,73,15,4,387.29
146,74,8,1,301.05
147,74,49,3,34.64
148,75,41,5,234.23
149,75,46,2,42.32
150,76,28,2,217.9
151,77,43,2,19.35
152,78,23,1,303.61
153,79,10,5,102.39
154,79,41,1,234.23
155,79,44,2,14.79
156,80,27,3,304.07
157,80,10,3,102.39
158,81,5,1,150.48
159,82,48,1,273.43
160,83,8,5,301.05
161,84,34,3,360.03
162,84,24,3,445.16
163,85,9,5,208.8
164,86,49,1,34.64
165,87,1,3,210.22
166,87,14,5,61.17
167,87,1,3,210.22
168,88,2,3,95.36
169,88,6,2,24.86
170,89,24,2,445.16
171,89,23,5,303.61
172,89,44,1,14.79
173,90,7,3,498.53
174,91,17,5,292.47
175,92,44,1,14.79
176,92,20,1,464.7
177,93,40,4,167.63
178,93,25,2,417.53
179,93,2,5,95.36
180,94,3,3,430.21
181,95,26,4,454.39
182,95,1,2,210.22
183,96,46,4,42.32
184,96,44,5,14.79
185,97,11,3,179.73
186,98,29,3,44.66
187,99,5,4,150.48
188,99,10,1,102.39
189,99,46,5,42.32
190,100,32,3,55.34
191,101,11,5,179.73
192,101,2,4,95.36
193,102,33,2,167.21
194,102,4,3,24.03
195,103,18,1,236.42
196,103,29,3,44.66
197,103,34,5,360.03
198,104,28,5,217.9
199,105,1,3,210.22
200,105,29,5,44.66
201,105,12,1,430.9
202,106,36,5,318.26
203,106,49,5,34.64
204,106,23,4,303.61
205,107,29,2,44.66
206,107,4,3,24.03
207,108,31,2,452.7
208,109,48,2,273.43
209,110,28,4,217.9
210,110,24,2,445.16
211,110,50,2,256.11
212,111,3,1,430.21
213,112,18,5,236.42
214,112,30,2,161.38
215,112,8,1,301.05
216,113,33,3,167.21
217,113,47,1,472.78
218,113,27,5,304.07
219,114,21,5,396.26
220,115,16,4,102.17
221,115,36,5,318.26
222,116,22,3,482.73
223,116,13,4,338.21
224,116,20,3,464.7
225,117,25,2,417.53
226,118,27,1,304.07
227,118,10,3,102.39
228,118,32,3,55.34
229,119,7,1,498.53
230,120,9,1,208.8
231,120,12,4,430.9
232,121,48,4,273.43
233,121,6,2,24.86
234,121,27,1,304.07
235,122,21,1,396.26
236,122,47,4,472.78
237,123,35,3,121.23
238,123,39,5,123.47
239,124,34,2,360.03
240,124,5,3,150.48
241,124,23,5,303.61
242,125,34,3,360.03
243,126,9,2,208.8
244,126,33,4,167.21
245,126,31,5,452.7
246,127,10,1,102.39
247,127,23,1,303.61
248,127,45,4,23.66
249,128,2,2,95.36
250,128,30,1,161.38
251,129,47,4,472.78
252,129,30,1,161.38
253,129,17,1,292.47
254,130,41,2,234.23
255,130,12,5,430.9
256,130,8,4,301.05
257,131,38,3,430.13
258,132,38,4,430.13
259,133,29,4,44.66
260,133,26,5,454.39
261,133,25,3,417.53
262,134,13,3,338.21
263,134,28,1,217.9
264,134,30,4,161.38
265,135,26,5,454.39
266,135,23,3,303.61
267,135,14,4,61.17
268,136,34,3,360.03
269,136,19,5,221.02
270,137,49,2,34.64
271,138,50,3,256.11
272,138,20,3,464.7
273,139,43,2,19.35
274,139,20,5,464.7
275,139,13,3,338.21
276,140,37,3,152.27
277,140,21,5,396.26
278,140,6,1,24.86
279,141,9,3,208.8
280,141,6,2,24.86
281,141,28,3,217.9
282,142,44,4,14.79
283,142,35,2,121.23
284,143,31,3,452.7
285,143,2,5,95.36
286,144,38,2,430.13
287,144,20,5,464.7
288,144,2,3,95.36
289,145,6,4,24.86
290,145,19,1,221.02
291,145,13,4,338.21
292,146,49,4,34.64
293,146,47,4,472.78
294,147,24,1,445.16
295,148,46,4,42.32
296,148,13,3,338.21
297,148,15,3,387.29
298,149,30,4,161.38
299,150,36,1,318.26
300,150,32,5,55.34
301,150,37,2,152.27
302,151,19,4,221.02
303,151,14,4,61.17
304,152,14,3,61.17
305,152,48,2,273.43
306,153,8,4,301.05
307,154,31,3,452.7
308,154,17,1,292.47
309,155,39,3,123.47
310,156,20,4,464.7
311,156,28,2,217.9
312,157,42,2,121.18
313,157,15,3,387.29
314,157,16,5,102.17
315,158,6,5,24.86
316,159,11,5,179.73
317,159,29,3,44.66
318,160,1,2,210.22
319,161,14,1,61.17
320,162,42,3,121.18
321,163,8,2,301.05
322,164,21,3,396.26
323,164,10,3,102.39
324,164,31,2,452.7
325,165,1,4,210.22
326,165,44,3,14.79
327,166,6,1,24.86
328,166,41,4,234.23
329,167,25,2,417.53
330,167,31,3,452.7
331,167,43,4,19.35
332,168,26,5,454.39
333,168,45,5,23.66
334,169,49,3,34.64
335,169,21,2,396.26
336,169,44,5,14.79
337,170,38,2,430.13
338,170,13,1,338.21
339,171,21,5,396.26
340,172,1,1,210.22
341,172,1,5,210.22
342,173,44,3,14.79
343,173,28,1,217.9
344,173,28,2,217.9
345,174,10,5,102.39
346,175,46,4,42.32
347,176,29,3,44.66
348,176,9,5,208.8
349,177,10,5,102.39
350,177,44,4,14.79
351,178,23,2,303.61
352,178,38,4,430.13
353,179,31,4,452.7
354,179,16,2,102.17
355,180,24,2,445.16
356,180,1,2,210.22
357,180,15,4,387.29
358,181,13,2,338.21
359,181,36,5,318.26
360,182,13,4,338.21
361,182,49,2,34.64
362,183,37,1,152.27
363,183,12,3,430.9
364,184,26,2,454.39
365,184,16,3,102.17
366,184,47,1,472.78
367,185,50,5,256.11
368,185,39,3,123.47
369,185,30,2,161.38
370,186,50,2,256.11
371,187,31,3,452.7
372,188,7,4,498.53
373,189,12,1,430.9
374,189,26,4,454.39
375,189,26,3,454.39
376,190,13,1,338.21
377,190,12,5,430.9
378,191,18,4,236.42
379,192,48,4,273.43
380,192,23,2,303.61
381,192,35,5,121.23
382,193,36,5,318.26
383,194,3,5,430.21
384,195,10,2,102.39
385,196,33,5,167.21
386,197,44,5,14.79
387,197,22,3,482.73
388,198,1,1,210.22
389,199,47,3,472.78
390,199,21,3,396.26
391,199,44,5,14.79
392,200,10,5,102.39
393,200,41,1,234.23
394,201,39,5,123.47
395,201,23,4,303.61
396,201,5,4,150.48
397,202,6,2,24.86
398,202,47,2,472.78
399,203,26,2,454.39
400,203,37,5,152.27
401,204,3,4,430.21
402,205,49,3,34.64
403,206,42,3,121.18
404,207,40,4,167.63
405,208,45,3,23.66
406,209,22,2,482.73
407,209,42,1,121.18
408,210,31,3,452.7
409,210,40,4,167.63
410,210,22,5,482.73
411,211,41,5,234.23
412,211,7,1,498.53
413,211,49,1,34.64
414,212,46,4,42.32
415,212,17,3,292.47
416,213,49,1,34.64
417,214,32,4,55.34
418,214,27,2,304.07
419,215,2,3,95.36
420,216,14,3,61.17
421,216,9,2,208.8
422,216,24,3,445.16
423,217,11,1,179.73
424,217,39,3,123.47
425,218,22,1,482.73
426,218,26,4,454.39
427,218,39,4,123.47
428,219,25,5,417.53
429,219,25,5,417.53
430,219,49,5,34.64
431,220,8,1,301.05
432,221,37,5,152.27
433,222,50,4,256.11
434,222,50,5,256.11
435,223,19,3,221.02
436,223,37,5,152.27
437,224,13,2,338.21
438,224,10,2,102.39
439,224,43,5,19.35
440,225,9,4,208.8
441,225,36,2,318.26
442,225,42,2,121.18
443,226,27,3,304.07
444,226,4,1,24.03
445,227,50,4,256.11
446,227,7,1,498.53
447,228,47,4,472.78
448,229,8,4,301.05
449,229,11,3,179.73
450,230,27,3,304.07
451,230,26,2,454.39
452,230,11,3,179.73
453,231,46,4,42.32
454,231,29,3,44.66
455,231,2,4,95.36
456,232,18,2,236.42
457,233,14,4,61.17
458,233,18,1,236.42
459,234,32,1,55.34
460,234,15,4,387.29
461,235,2,3,95.36
462,235,18,5,236.42
463,235,14,2,61.17
464,236,8,2,301.05
465,236,39,4,123.47
466,237,34,4,360.03
467,238,17,2,292.47
468,238,9,2,208.8
469,238,50,3,256.11
470,239,36,2,318.26
471,239,41,5,234.23
472,240,47,3,472.78
473,240,8,3,301.05
474,240,50,1,256.11
475,241,8,5,301.05
476,241,38,3,430.13
477,242,19,4,221.02
478,243,6,1,24.86
479,243,5,4,150.48
480,244,10,5,102.39
481,244,7,3,498.53
482,245,26,4,454.39
483,245,24,2,445.16
484,245,18,2,236.42
485,246,32,2,55.34
486,246,39,3,123.47
487,246,30,2,161.38
488,247,4,4,24.03
489,247,11,3,179.73
490,247,12,3,430.9
491,248,10,3,102.39
492,249,7,1,498.53
493,250,32,1,55.34
494,250,27,1,304.07
495,251,26,3,454.39
496,252,6,5,24.86
497,252,29,1,44.66
498,252,8,4,301.05
499,253,48,5,273.43
500,254,44,2,14.79
501,254,49,2,34.64
502,254,44,1,14.79
503,255,2,5,95.36
504,256,28,1,217.9
505,257,11,4,179.73
506,257,41,2,234.23
507,258,16,3,102.17
508,258,14,3,61.17
509,258,42,2,121.18
510,259,44,1,14.79
511,260,16,4,102.17
512,260,21,2,396.26
513,261,8,2,301.05
514,262,29,3,44.66
515,263,23,1,303.61
516,263,23,5,303.61
517,264,13,1,338.21
518,264,47,2,472.78
519,265,8,3,301.05
520,265,46,5,42.32
521,266,3,5,430.21
522,267,6,1,24.86
523,268,42,1,121.18
524,269,40,5,167.63
525,269,46,3,42.32
526,270,48,5,273.43
527,270,8,4,301.05
528,271,21,3,396.26
529,272,17,5,292.47
530,272,14,4,61.17
531,272,42,1,121.18
532,273,23,1,303.61
533,273,11,2,179.73
534,273,6,3,24.86
535,274,47,2,472.78
536,274,38,3,430.13
537,274,4,2,24.03
538,275,15,4,387.29
539,275,46,5,42.32
540,275,30,3,161.38
541,276,16,4,102.17
542,277,29,2,44.66
543,277,49,5,34.64
544,277,4,1,24.03
545,278,31,3,452.7
546,278,11,2,179.73
547,278,8,3,301.05
548,279,23,5,303.61
549,279,34,5,360.03
550,280,48,2,273.43
551,281,31,3,452.7
552,281,30,2,161.38
553,282,20,5,464.7
554,282,21,4,396.26
555,283,9,3,208.8
556,283,46,4,42.32
557,283,44,4,14.79
558,284,27,2,304.07
559,284,34,4,360.03
560,285,15,2,387.29
561,286,34,5,360.03
562,286,15,1,387.29
563,286,42,2,121.18
564,287,34,3,360.03
565,288,36,5,318.26
566,288,28,1,217.9
567,289,22,5,482.73
568,290,41,4,234.23
569,291,38,2,430.13
570,291,39,2,123.47
571,291,32,1,55.34
572,292,2,5,95.36
573,292,34,3,360.03
574,293,24,2,445.16
575,294,48,5,273.43
576,295,34,3,360.03
577,295,11,4,179.73
578,295,39,3,123.47
579,296,35,3,121.23
580,296,34,2,360.03
581,296,48,4,273.43
582,297,48,1,273.43
583,297,31,3,452.7
584,297,3,1,430.21
585,298,50,3,256.11
586,299,18,5,236.42
587,299,11,3,179.73
588,300,36,3,318.26
589,300,18,3,236.42
590,301,19,3,221.02
591,301,17,1,292.47
592,301,50,1,256.11
593,302,7,1,498.53
594,302,26,2,454.39
595,303,42,2,121.18
596,303,2,1,95.36
597,303,50,5,256.11
598,304,39,5,123.47
599,305,44,3,14.79
600,305,10,1,102.39
601,305,7,3,498.53
602,306,11,5,179.73
603,307,25,4,417.53
604,307,26,5,454.39
605,307,8,3,301.05
606,308,35,1,121.23
607,308,19,4,221.02
608,308,42,3,121.18
609,309,42,5,121.18
610,309,48,5,273.43
611,310,36,3,318.26
612,311,45,4,23.66
613,312,47,5,472.78
614,312,50,3,256.11
615,312,13,4,338.21
616,313,17,3,292.47
617,314,11,5,179.73
618,315,6,1,24.86
619,316,39,2,123.47
620,317,44,1,14.79
621,317,5,3,150.48
622,318,25,3,417.53
623,318,6,3,24.86
624,318,50,2,256.11
625,319,26,3,454.39
626,320,3,3,430.21
627,321,8,2,301.05
628,321,18,4,236.42
629,322,29,2,44.66
630,323,5,2,150.48
631,324,1,3,210.22
632,325,35,5,121.23
633,325,11,5,179.73
634,325,5,1,150.48
635,326,38,4,430.13
636,327,19,3,221.02
637,327,23,1,303.61
638,327,3,4,430.21
639,328,39,2,123.47
640,329,32,2,55.34
641,329,29,3,44.66
642,329,33,3,167.21
643,330,15,1,387.29
644,330,35,1,121.23
645,331,7,3,498.53
646,331,10,5,102.39
647,331,35,5,121.23
648,332,29,1,44.66
649,332,47,3,472.78
650,332,23,3,303.61
651,333,21,5,396.26
652,333,26,4,454.39
653,333,41,4,234.23
654,334,33,5,167.21
655,334,22,1,482.73
656,335,17,4,292.47
657,336,15,2,387.29
658,336,5,5,150.48
659,337,2,5,95.36
660,338,26,5,454.39
661,339,9,1,208.8
662,339,3,4,430.21
663,339,38,2,430.13
664,340,34,1,360.03
665,341,20,2,464.7
666,342,8,4,301.05
667,342,45,4,23.66
668,342,25,5,417.53
669,343,17,3,292.47
670,344,8,4,301.05
671,344,23,4,303.61
672,344,35,2,121.23
673,345,12,5,430.9
674,346,1,5,210.22
675,346,14,5,61.17
676,346,36,1,318.26
677,347,38,4,430.13
678,347,40,1,167.63
679,348,42,3,121.18
680,348,19,3,221.02
681,348,16,4,102.17
682,349,6,4,24.86
683,350,31,4,452.7
684,351,19,1,221.02
685,351,47,2,472.78
686,352,17,2,292.47
687,353,9,1,208.8
688,354,45,1,23.66
689,355,31,4,452.7
690,356,22,2,482.73
691,356,19,4,221.02
692,356,22,3,482.73
693,357,39,3,123.47
694,358,46,2,42.32
695,359,47,3,472.78
696,360,13,1,338.21
697,360,28,2,217.9
698,360,30,3,161.38
699,361,7,2,498.53
700,362,47,4,472.78
701,362,13,1,338.21
702,363,25,4,417.53
703,363,39,5,123.47
704,363,30,3,161.38
705,364,36,3,318.26
706,364,27,3,304.07
707,365,23,4,303.61
708,365,31,4,452.7
709,365,41,5,234.23
710,366,23,4,303.61
711,367,3,4,430.21
712,368,40,5,167.63
713,368,20,1,464.7
714,369,29,4,44.66
715,369,39,5,123.47
716,369,38,1,430.13
717,370,37,1,152.27
718,370,4,3,24.03
719,370,13,4,338.21
720,371,6,5,24.86
721,372,38,1,430.13
722,373,5,5,150.48
723,373,5,4,150.48
724,373,32,3,55.34
725,374,41,4,234.23
726,374,49,3,34.64
727,375,42,4,121.18
728,375,38,4,430.13
729,376,29,5,44.66
730,376,46,1,42.32
731,377,12,5,430.9
732,377,15,1,387.29
733,378,36,4,318.26
734,378,48,4,273.43
735,379,19,4,221.02
736,379,20,3,464.7
737,380,21,5,396.26
738,380,44,4,14.79
739,380,2,3,95.36
740,381,12,4,430.9
741,381,19,2,221.02
742,382,41,3,234.23
743,382,27,3,304.07
744,383,25,3,417.53
745,383,27,5,304.07
746,383,43,1,19.35
747,384,21,4,396.26
748,384,34,3,360.03
749,384,27,1,304.07
750,385,1,1,210.22
751,386,17,2,292.47
752,387,22,3,482.73
753,387,34,2,360.03
754,388,18,5,236.42
755,388,17,2,292.47
756,389,12,4,430.9
757,390,14,4,61.17
758,391,4,4,24.03
759,392,19,4,221.02
760,393,21,5,396.26
761,393,28,3,217.9
762,394,34,1,360.03
763,394,46,2,42.32
764,395,46,1,42.32
765,395,23,4,303.61
766,395,9,2,208.8
767,396,28,2,217.9
768,396,20,2,464.7
769,396,39,5,123.47
770,397,1,3,210.22
771,397,12,2,430.9
772,397,13,1,338.21
773,398,39,1,123.47
774,398,3,1,430.21
775,398,42,3,121.18
776,399,28,1,217.9
777,399,41,5,234.23
778,400,43,1,19.35
779,400,48,3,273.43
780,400,27,3,304.07
781,401,16,4,102.17
782,401,5,2,150.48
783,402,30,4,161.38
784,403,17,2,292.47
785,404,31,4,452.7
786,404,33,5,167.21
787,404,37,3,152.27
788,405,11,4,179.73
789,405,39,3,123.47
790,406,4,3,24.03
791,406,6,3,24.86
792,407,38,2,430.13
793,407,9,3,208.8
794,407,17,2,292.47
795,408,16,1,102.17
796,408,32,2,55.34
797,408,26,4,454.39
798,409,10,2,102.39
799,410,38,1,430.13
800,410,46,4,42.32
801,411,9,5,208.8
802,412,10,1,102.39
803,412,7,5,498.53
804,412,2,3,95.36
805,413,38,3,430.13
806,413,24,5,445.16
807,413,47,3,472.78
808,414,16,3,102.17
809,414,7,1,498.53
810,415,30,3,161.38
811,416,32,2,55.34
812,416,1,3,210.22
813,416,23,1,303.61
814,417,31,1,452.7
815,417,45,1,23.66
816,418,23,2,303.61
817,419,23,3,303.61
818,419,20,3,464.7
819,419,48,4,273.43
820,420,31,3,452.7
821,420,19,3,221.02
822,420,13,5,338.21
823,421,38,4,430.13
824,422,23,3,303.61
825,422,26,1,454.39
826,422,5,1,150.48
827,423,25,2,417.53
828,423,45,4,23.66
829,423,25,3,417.53
830,424,4,5,24.03
831,425,10,1,102.39
832,425,41,5,234.23
833,425,9,2,208.8
834,426,39,4,123.47
835,427,27,2,304.07
836,427,47,4,472.78
837,427,15,3,387.29
838,428,34,2,360.03
839,429,41,4,234.23
840,429,10,4,102.39
841,430,15,4,387.29
842,430,11,1,179.73
843,430,16,2,102.17
844,431,46,5,42.32
845,432,37,4,152.27
846,433,9,3,208.8
847,434,23,3,303.61
848,434,41,3,234.23
849,435,4,3,24.03
850,435,37,1,152.27
851,436,45,1,23.66
852,436,46,4,42.32
853,436,24,5,445.16
854,437,21,5,396.26
855,438,5,2,150.48
856,438,42,1,121.18
857,439,44,2,14.79
858,440,30,3,161.38
859,440,15,5,387.29
860,440,43,2,19.35
861,441,4,3,24.03
862,442,37,2,152.27
863,442,36,3,318.26
864,442,15,5,387.29
865,443,49,2,34.64
866,444,37,3,152.27
867,445,14,4,61.17
868,446,9,3,208.8
869,447,3,1,430.21
870,448,8,5,301.05
871,449,40,2,167.63
872,450,18,5,236.42
873,450,46,2,42.32
874,451,23,1,303.61
875,451,23,4,303.61
876,452,49,3,34.64
877,452,42,2,121.18
878,453,20,3,464.7
879,453,19,4,221.02
880,454,46,2,42.32
881,454,17,3,292.47
882,454,19,5,221.02
883,455,32,3,55.34
884,456,10,4,102.39
885,457,27,4,304.07
886,458,29,5,44.66
887,459,3,2,430.21
888,460,38,4,430.13
889,461,50,4,256.11
890,461,46,4,42.32
891,461,6,2,24.86
892,462,40,5,167.63
893,462,21,3,396.26
894,463,28,5,217.9
895,463,32,4,55.34
896,464,18,3,236.42
897,464,50,4,256.11
898,464,36,3,318.26
899,465,19,4,221.02
900,465,41,5,234.23
901,465,8,4,301.05
902,466,50,5,256.11
903,466,32,4,55.34
904,467,35,3,121.23
905,467,27,2,304.07
906,467,16,2,102.17
907,468,23,4,303.61
908,468,28,3,217.9
909,469,22,4,482.73
910,470,33,3,167.21
911,470,44,2,14.79
912,471,41,5,234.23
913,471,22,1,482.73
914,472,43,5,19.35
915,472,22,1,482.73
916,473,27,3,304.07
917,473,23,3,303.61
918,474,5,4,150.48
919,474,19,1,221.02
920,475,45,3,23.66
921,475,43,4,19.35
922,476,47,2,472.78
923,476,46,2,42.32
924,477,22,2,482.73
925,477,50,4,256.11
926,477,26,1,454.39
927,478,26,4,454.39
928,479,42,5,121.18
929,480,21,5,396.26
930,480,22,5,482.73
931,480,40,5,167.63
932,481,15,1,387.29
933,482,41,3,234.23
934,482,49,3,34.64
935,483,24,2,445.16
936,483,6,3,24.86
937,484,36,5,318.26
938,484,27,4,304.07
939,484,35,3,121.23
940,485,41,4,234.23
941,485,4,2,24.03
942,486,7,4,498.53
943,486,10,4,102.39
944,486,46,3,42.32
945,487,4,3,24.03
946,487,5,4,150.48
947,488,29,2,44.66
948,488,24,2,445.16
949,489,14,4,61.17
950,489,25,2,417.53
951,489,25,2,417.53
952,490,34,4,360.03
953,490,50,3,256.11
954,491,16,1,102.17
955,492,14,5,61.17
956,492,20,3,464.7
957,492,48,5,273.43
958,493,40,5,167.63
959,493,5,4,150.48
960,493,2,1,95.36
961,494,14,3,61.17
962,494,39,3,123.47
963,495,35,3,121.23
964,495,36,4,318.26
965,496,50,3,256.11
966,497,20,4,464.7
967,497,43,2,19.35
968,497,10,3,102.39
969,498,22,2,482.73
970,498,50,2,256.11
971,498,33,4,167.21
972,499,41,4,234.23
973,500,32,2,55.34
974,500,24,3,445.16
975,500,26,4,454.39
